Year,Units,typification,Bundesland,GeoCode,Value
2017,m2/(inhabitant*a),a) rural and non-rural areas,rp,Rheinland-Pfalz,-0.3505
2018,m2/(inhabitant*a),a) rural and non-rural areas,rp,Rheinland-Pfalz,-0.4885
2009,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.2569
2010,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.6872
2011,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-1.012
2012,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-1.0063
2013,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-1.0682
2014,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.9203
2015,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.3289
2016,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.3211
2017,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.2531
2018,m2/(inhabitant*a),non-rural areas,rp,Rheinland-Pfalz,-0.1765
2009,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.6604
2010,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.4848
2011,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.5693
2012,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.7941
2013,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.9861
2014,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-1.0517
2015,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.6297
2016,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.8342
2017,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.3471
2018,m2/(inhabitant*a),rural areas,rp,Rheinland-Pfalz,-0.6003
2004,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.5915
2005,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.3643
2006,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.3742
2007,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.621
2008,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-1.923
2009,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.1804
2010,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.6838
2011,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.452
2012,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-2.4696
2013,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-1.9885
2014,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-1.2585
2015,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-1.2591
2016,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-3.3549
2017,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-3.2459
2018,m2/(inhabitant*a),a) rural and non-rural areas,sl,Saarland,-3.137
2009,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.6297
2010,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.6362
2011,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.5481
2012,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.4708
2013,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.4035
2014,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.2806
2015,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.2029
2016,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.4466
2017,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.4247
2018,m2/(inhabitant*a),non-rural areas,sl,Saarland,-0.3944
2009,m2/(inhabitant*a),rural areas,sl,Saarland,-3.8745
2010,m2/(inhabitant*a),rural areas,sl,Saarland,-4.4547
2011,m2/(inhabitant*a),rural areas,sl,Saarland,-3.7631
2012,m2/(inhabitant*a),rural areas,sl,Saarland,-3.2544
2013,m2/(inhabitant*a),rural areas,sl,Saarland,-2.6664
2014,m2/(inhabitant*a),rural areas,sl,Saarland,-2.0021
2015,m2/(inhabitant*a),rural areas,sl,Saarland,-1.5007
2016,m2/(inhabitant*a),rural areas,sl,Saarland,-4.9888
2017,m2/(inhabitant*a),rural areas,sl,Saarland,-4.7814
2018,m2/(inhabitant*a),rural areas,sl,Saarland,-4.3912
2004,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-4.3105
2005,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-3.3003
2006,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-3.0932
2007,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-4.6542
2008,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-5.563
2009,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-7.1384
2010,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-7.6446
2011,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-6.5724
2012,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-6.3162
2013,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-4.777
2014,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-8.6958
2015,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-6.5435
2016,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-6.0256
2017,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-6.4559
2018,m2/(inhabitant*a),a) rural and non-rural areas,sn,Sachsen,-2.0369
2009,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-5.5434
2010,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-5.7154
2011,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-5.2544
2012,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-4.6009
2013,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-3.6373
2014,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-2.5399
2015,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-2.2883
2016,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-1.9304
2017,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-1.8869
2018,m2/(inhabitant*a),non-rural areas,sn,Sachsen,-1.8848
2009,m2/(inhabitant*a),rural areas,sn,Sachsen,-10.3228
2010,m2/(inhabitant*a),rural areas,sn,Sachsen,-8.2083
2011,m2/(inhabitant*a),rural areas,sn,Sachsen,-7.4393
2012,m2/(inhabitant*a),rural areas,sn,Sachsen,-7.1559
2013,m2/(inhabitant*a),rural areas,sn,Sachsen,-5.3378
2014,m2/(inhabitant*a),rural areas,sn,Sachsen,-11.7047
2015,m2/(inhabitant*a),rural areas,sn,Sachsen,-8.627
2016,m2/(inhabitant*a),rural areas,sn,Sachsen,-7.9531
2017,m2/(inhabitant*a),rural areas,sn,Sachsen,-8.6749
2018,m2/(inhabitant*a),rural areas,sn,Sachsen,-2.1183
2004,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-18.534
2005,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-23.7736
2006,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-26.6069
2007,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-23.7468
2008,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-14.8696
2009,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-5.8702
2010,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-0.8253
2011,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-0.2948
2012,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,0.8711
2013,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,0.9719
2014,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-0.3414
2015,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-0.7837
2016,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-1.7037
2017,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-1.8443
2018,m2/(inhabitant*a),a) rural and non-rural areas,st,Sachsen-Anhalt,-1.1325
2009,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,1.8799
2010,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,1.1553
2011,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.9035
2012,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.8559
2013,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.2689
2014,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.7442
2015,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.5596
2016,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.313
2017,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,0.4876
2018,m2/(inhabitant*a),non-rural areas,st,Sachsen-Anhalt,-0.2575
2009,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-1.2147
2010,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,0.9056
2011,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,0.9613
2012,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,0.8862
2013,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,1.1416
2014,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-0.6813
2015,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-1.1949
2016,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-2.2137
2017,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-2.5006
2018,m2/(inhabitant*a),rural areas,st,Sachsen-Anhalt,-1.3446
2004,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-11.0002
2005,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-9.6484
2006,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-9.0138
2007,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-8.6476
2008,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-6.8781
2009,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-6.6138
2010,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-5.4671
2011,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-4.6048
2012,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-4.3471
2013,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-4.0873
2014,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-4.0885
2015,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-3.4464
2016,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-3.0382
2017,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-3.2085
2018,m2/(inhabitant*a),a) rural and non-rural areas,sh,Schleswig-Holstein,-3.2304
2009,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0926
2010,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-0.9578
2011,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0409
2012,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0208
2013,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0597
2014,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.1185
2015,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0894
2016,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-0.8912
2017,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.0618
2018,m2/(inhabitant*a),non-rural areas,sh,Schleswig-Holstein,-1.2209
2009,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-5.472
2010,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-5.2348
2011,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-6.1706
2012,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-5.5692
2013,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-5.2879
2014,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-5.2278
2015,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-4.3268
2016,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-3.7758
2017,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-3.9612
2018,m2/(inhabitant*a),rural areas,sh,Schleswig-Holstein,-3.9725
2004,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-3.3476
2005,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-3.057
2006,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-2.1347
2007,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-2.4816
2008,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-3.0492
2009,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-3.5179
2010,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-4.4311
2011,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-5.7348
2012,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-6.9311
2013,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-6.9769
2014,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-9.0002
2015,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-7.8594
2016,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-9.3663
2017,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-21.2648
2018,m2/(inhabitant*a),a) rural and non-rural areas,th,Thüringen,-37.0487
2009,m2/(inhabitant*a),non-rural areas,th,Thüringen,-2.1085
2010,m2/(inhabitant*a),non-rural areas,th,Thüringen,-1.812
2011,m2/(inhabitant*a),non-rural areas,th,Thüringen,-2.7429
2012,m2/(inhabitant*a),non-rural areas,th,Thüringen,-3.8926
2013,m2/(inhabitant*a),non-rural areas,th,Thüringen,-4.2027
2014,m2/(inhabitant*a),non-rural areas,th,Thüringen,-5.2108
2015,m2/(inhabitant*a),non-rural areas,th,Thüringen,-4.3803
2016,m2/(inhabitant*a),non-rural areas,th,Thüringen,-3.7893
2017,m2/(inhabitant*a),non-rural areas,th,Thüringen,-12.1934
2018,m2/(inhabitant*a),non-rural areas,th,Thüringen,-15.2511
2009,m2/(inhabitant*a),rural areas,th,Thüringen,-4.692
2010,m2/(inhabitant*a),rural areas,th,Thüringen,-5.6994
2011,m2/(inhabitant*a),rural areas,th,Thüringen,-6.8621
2012,m2/(inhabitant*a),rural areas,th,Thüringen,-7.4809
2013,m2/(inhabitant*a),rural areas,th,Thüringen,-7.4426
2014,m2/(inhabitant*a),rural areas,th,Thüringen,-9.6337
2015,m2/(inhabitant*a),rural areas,th,Thüringen,-8.5145
2016,m2/(inhabitant*a),rural areas,th,Thüringen,-10.2813
2017,m2/(inhabitant*a),rural areas,th,Thüringen,-22.8758
2018,m2/(inhabitant*a),rural areas,th,Thüringen,-40.9273
