Year,Units,display,sex,Bundesland,GeoCode,Value
2010,per 100 000 inhabitants,a) time series,male,by,code090000000000,278
2011,per 100 000 inhabitants,a) time series,male,by,code090000000000,275
2012,per 100 000 inhabitants,a) time series,male,by,code090000000000,267
2013,per 100 000 inhabitants,a) time series,male,by,code090000000000,262
2014,per 100 000 inhabitants,a) time series,male,by,code090000000000,250
2015,per 100 000 inhabitants,a) time series,male,by,code090000000000,259
2016,per 100 000 inhabitants,a) time series,male,by,code090000000000,247
2017,per 100 000 inhabitants,a) time series,male,by,code090000000000,245
2018,per 100 000 inhabitants,a) time series,male,by,code090000000000,243
1998,per 100 000 inhabitants,a) time series,male,be,code110000000000,421
1999,per 100 000 inhabitants,a) time series,male,be,code110000000000,430
2000,per 100 000 inhabitants,a) time series,male,be,code110000000000,406
2001,per 100 000 inhabitants,a) time series,male,be,code110000000000,388
2002,per 100 000 inhabitants,a) time series,male,be,code110000000000,384
2003,per 100 000 inhabitants,a) time series,male,be,code110000000000,377
2004,per 100 000 inhabitants,a) time series,male,be,code110000000000,358
2005,per 100 000 inhabitants,a) time series,male,be,code110000000000,357
2006,per 100 000 inhabitants,a) time series,male,be,code110000000000,348
2007,per 100 000 inhabitants,a) time series,male,be,code110000000000,331
2008,per 100 000 inhabitants,a) time series,male,be,code110000000000,336
2009,per 100 000 inhabitants,a) time series,male,be,code110000000000,320
2010,per 100 000 inhabitants,a) time series,male,be,code110000000000,321
2011,per 100 000 inhabitants,a) time series,male,be,code110000000000,336
2012,per 100 000 inhabitants,a) time series,male,be,code110000000000,319
2013,per 100 000 inhabitants,a) time series,male,be,code110000000000,327
2014,per 100 000 inhabitants,a) time series,male,be,code110000000000,322
2015,per 100 000 inhabitants,a) time series,male,be,code110000000000,320
2016,per 100 000 inhabitants,a) time series,male,be,code110000000000,309
2017,per 100 000 inhabitants,a) time series,male,be,code110000000000,296
2018,per 100 000 inhabitants,a) time series,male,be,code110000000000,297
1998,per 100 000 inhabitants,a) time series,male,bb,code120000000000,480
1999,per 100 000 inhabitants,a) time series,male,bb,code120000000000,461
2000,per 100 000 inhabitants,a) time series,male,bb,code120000000000,441
2001,per 100 000 inhabitants,a) time series,male,bb,code120000000000,423
2002,per 100 000 inhabitants,a) time series,male,bb,code120000000000,408
2003,per 100 000 inhabitants,a) time series,male,bb,code120000000000,408
2004,per 100 000 inhabitants,a) time series,male,bb,code120000000000,390
2005,per 100 000 inhabitants,a) time series,male,bb,code120000000000,366
2006,per 100 000 inhabitants,a) time series,male,bb,code120000000000,360
2007,per 100 000 inhabitants,a) time series,male,bb,code120000000000,355
2008,per 100 000 inhabitants,a) time series,male,bb,code120000000000,345
2009,per 100 000 inhabitants,a) time series,male,bb,code120000000000,331
2010,per 100 000 inhabitants,a) time series,male,bb,code120000000000,328
2011,per 100 000 inhabitants,a) time series,male,bb,code120000000000,323
2012,per 100 000 inhabitants,a) time series,male,bb,code120000000000,326
2013,per 100 000 inhabitants,a) time series,male,bb,code120000000000,336
2014,per 100 000 inhabitants,a) time series,male,bb,code120000000000,311
2015,per 100 000 inhabitants,a) time series,male,bb,code120000000000,328
2016,per 100 000 inhabitants,a) time series,male,bb,code120000000000,320
2017,per 100 000 inhabitants,a) time series,male,bb,code120000000000,320
2018,per 100 000 inhabitants,a) time series,male,bb,code120000000000,314
1998,per 100 000 inhabitants,a) time series,male,hb,code040000000000,465
1999,per 100 000 inhabitants,a) time series,male,hb,code040000000000,436
2000,per 100 000 inhabitants,a) time series,male,hb,code040000000000,441
2001,per 100 000 inhabitants,a) time series,male,hb,code040000000000,421
2002,per 100 000 inhabitants,a) time series,male,hb,code040000000000,429
2003,per 100 000 inhabitants,a) time series,male,hb,code040000000000,441
2004,per 100 000 inhabitants,a) time series,male,hb,code040000000000,402
2005,per 100 000 inhabitants,a) time series,male,hb,code040000000000,393
2006,per 100 000 inhabitants,a) time series,male,hb,code040000000000,370
2007,per 100 000 inhabitants,a) time series,male,hb,code040000000000,376
2008,per 100 000 inhabitants,a) time series,male,hb,code040000000000,362
2009,per 100 000 inhabitants,a) time series,male,hb,code040000000000,366
2010,per 100 000 inhabitants,a) time series,male,hb,code040000000000,357
2011,per 100 000 inhabitants,a) time series,male,hb,code040000000000,338
2012,per 100 000 inhabitants,a) time series,male,hb,code040000000000,347
2013,per 100 000 inhabitants,a) time series,male,hb,code040000000000,366
2014,per 100 000 inhabitants,a) time series,male,hb,code040000000000,336
2015,per 100 000 inhabitants,a) time series,male,hb,code040000000000,345
2016,per 100 000 inhabitants,a) time series,male,hb,code040000000000,326
2017,per 100 000 inhabitants,a) time series,male,hb,code040000000000,326
2018,per 100 000 inhabitants,a) time series,male,hb,code040000000000,347
1998,per 100 000 inhabitants,a) time series,male,hh,code020000000000,417
1999,per 100 000 inhabitants,a) time series,male,hh,code020000000000,405
2000,per 100 000 inhabitants,a) time series,male,hh,code020000000000,396
2001,per 100 000 inhabitants,a) time series,male,hh,code020000000000,381
2002,per 100 000 inhabitants,a) time series,male,hh,code020000000000,372
2003,per 100 000 inhabitants,a) time series,male,hh,code020000000000,364
2004,per 100 000 inhabitants,a) time series,male,hh,code020000000000,353
2005,per 100 000 inhabitants,a) time series,male,hh,code020000000000,340
2006,per 100 000 inhabitants,a) time series,male,hh,code020000000000,326
2007,per 100 000 inhabitants,a) time series,male,hh,code020000000000,317
2008,per 100 000 inhabitants,a) time series,male,hh,code020000000000,313
2009,per 100 000 inhabitants,a) time series,male,hh,code020000000000,306
2010,per 100 000 inhabitants,a) time series,male,hh,code020000000000,317
2011,per 100 000 inhabitants,a) time series,male,hh,code020000000000,327
2012,per 100 000 inhabitants,a) time series,male,hh,code020000000000,305
2013,per 100 000 inhabitants,a) time series,male,hh,code020000000000,303
2014,per 100 000 inhabitants,a) time series,male,hh,code020000000000,301
2015,per 100 000 inhabitants,a) time series,male,hh,code020000000000,293
2016,per 100 000 inhabitants,a) time series,male,hh,code020000000000,298
2017,per 100 000 inhabitants,a) time series,male,hh,code020000000000,292
2018,per 100 000 inhabitants,a) time series,male,hh,code020000000000,284
1998,per 100 000 inhabitants,a) time series,male,he,code060000000000,372
1999,per 100 000 inhabitants,a) time series,male,he,code060000000000,362
2000,per 100 000 inhabitants,a) time series,male,he,code060000000000,350
2001,per 100 000 inhabitants,a) time series,male,he,code060000000000,333
2002,per 100 000 inhabitants,a) time series,male,he,code060000000000,331
2003,per 100 000 inhabitants,a) time series,male,he,code060000000000,336
2004,per 100 000 inhabitants,a) time series,male,he,code060000000000,311
2005,per 100 000 inhabitants,a) time series,male,he,code060000000000,304
2006,per 100 000 inhabitants,a) time series,male,he,code060000000000,287
2007,per 100 000 inhabitants,a) time series,male,he,code060000000000,291
2008,per 100 000 inhabitants,a) time series,male,he,code060000000000,290
2009,per 100 000 inhabitants,a) time series,male,he,code060000000000,282
2010,per 100 000 inhabitants,a) time series,male,he,code060000000000,274
2011,per 100 000 inhabitants,a) time series,male,he,code060000000000,275
2012,per 100 000 inhabitants,a) time series,male,he,code060000000000,266
2013,per 100 000 inhabitants,a) time series,male,he,code060000000000,266
2014,per 100 000 inhabitants,a) time series,male,he,code060000000000,255
2015,per 100 000 inhabitants,a) time series,male,he,code060000000000,266
2016,per 100 000 inhabitants,a) time series,male,he,code060000000000,253
2017,per 100 000 inhabitants,a) time series,male,he,code060000000000,253
2018,per 100 000 inhabitants,a) time series,male,he,code060000000000,254
1998,per 100 000 inhabitants,a) time series,male,mv,code130000000000,524
1999,per 100 000 inhabitants,a) time series,male,mv,code130000000000,509
2000,per 100 000 inhabitants,a) time series,male,mv,code130000000000,488
2001,per 100 000 inhabitants,a) time series,male,mv,code130000000000,475
2002,per 100 000 inhabitants,a) time series,male,mv,code130000000000,456
2003,per 100 000 inhabitants,a) time series,male,mv,code130000000000,457
2004,per 100 000 inhabitants,a) time series,male,mv,code130000000000,428
2005,per 100 000 inhabitants,a) time series,male,mv,code130000000000,405
2006,per 100 000 inhabitants,a) time series,male,mv,code130000000000,389
2007,per 100 000 inhabitants,a) time series,male,mv,code130000000000,387
2008,per 100 000 inhabitants,a) time series,male,mv,code130000000000,383
2009,per 100 000 inhabitants,a) time series,male,mv,code130000000000,378
2010,per 100 000 inhabitants,a) time series,male,mv,code130000000000,378
2011,per 100 000 inhabitants,a) time series,male,mv,code130000000000,384
2012,per 100 000 inhabitants,a) time series,male,mv,code130000000000,375
2013,per 100 000 inhabitants,a) time series,male,mv,code130000000000,362
2014,per 100 000 inhabitants,a) time series,male,mv,code130000000000,358
2015,per 100 000 inhabitants,a) time series,male,mv,code130000000000,365
2016,per 100 000 inhabitants,a) time series,male,mv,code130000000000,360
2017,per 100 000 inhabitants,a) time series,male,mv,code130000000000,352
2018,per 100 000 inhabitants,a) time series,male,mv,code130000000000,368
1998,per 100 000 inhabitants,a) time series,male,ni,code030000000000,399
1999,per 100 000 inhabitants,a) time series,male,ni,code030000000000,387
2000,per 100 000 inhabitants,a) time series,male,ni,code030000000000,382
2001,per 100 000 inhabitants,a) time series,male,ni,code030000000000,365
2002,per 100 000 inhabitants,a) time series,male,ni,code030000000000,365
2003,per 100 000 inhabitants,a) time series,male,ni,code030000000000,359
2004,per 100 000 inhabitants,a) time series,male,ni,code030000000000,341
2005,per 100 000 inhabitants,a) time series,male,ni,code030000000000,333
2006,per 100 000 inhabitants,a) time series,male,ni,code030000000000,324
2007,per 100 000 inhabitants,a) time series,male,ni,code030000000000,318
2008,per 100 000 inhabitants,a) time series,male,ni,code030000000000,311
2009,per 100 000 inhabitants,a) time series,male,ni,code030000000000,313
2010,per 100 000 inhabitants,a) time series,male,ni,code030000000000,300
2011,per 100 000 inhabitants,a) time series,male,ni,code030000000000,304
2012,per 100 000 inhabitants,a) time series,male,ni,code030000000000,298
2013,per 100 000 inhabitants,a) time series,male,ni,code030000000000,298
2014,per 100 000 inhabitants,a) time series,male,ni,code030000000000,292
2015,per 100 000 inhabitants,a) time series,male,ni,code030000000000,294
2016,per 100 000 inhabitants,a) time series,male,ni,code030000000000,294
2017,per 100 000 inhabitants,a) time series,male,ni,code030000000000,282
2018,per 100 000 inhabitants,a) time series,male,ni,code030000000000,292
1998,per 100 000 inhabitants,a) time series,male,nw,code050000000000,404
1999,per 100 000 inhabitants,a) time series,male,nw,code050000000000,390
2000,per 100 000 inhabitants,a) time series,male,nw,code050000000000,382
2001,per 100 000 inhabitants,a) time series,male,nw,code050000000000,367
2002,per 100 000 inhabitants,a) time series,male,nw,code050000000000,362
2003,per 100 000 inhabitants,a) time series,male,nw,code050000000000,361
2004,per 100 000 inhabitants,a) time series,male,nw,code050000000000,342
2005,per 100 000 inhabitants,a) time series,male,nw,code050000000000,338
2006,per 100 000 inhabitants,a) time series,male,nw,code050000000000,323
2007,per 100 000 inhabitants,a) time series,male,nw,code050000000000,321
2008,per 100 000 inhabitants,a) time series,male,nw,code050000000000,314
2009,per 100 000 inhabitants,a) time series,male,nw,code050000000000,311
2010,per 100 000 inhabitants,a) time series,male,nw,code050000000000,312
2011,per 100 000 inhabitants,a) time series,male,nw,code050000000000,304
2012,per 100 000 inhabitants,a) time series,male,nw,code050000000000,300
2013,per 100 000 inhabitants,a) time series,male,nw,code050000000000,298
2014,per 100 000 inhabitants,a) time series,male,nw,code050000000000,288
2015,per 100 000 inhabitants,a) time series,male,nw,code050000000000,293
2016,per 100 000 inhabitants,a) time series,male,nw,code050000000000,293
2017,per 100 000 inhabitants,a) time series,male,nw,code050000000000,281
2018,per 100 000 inhabitants,a) time series,male,nw,code050000000000,286
1998,per 100 000 inhabitants,a) time series,male,rp,code070000000000,394
1999,per 100 000 inhabitants,a) time series,male,rp,code070000000000,375
2000,per 100 000 inhabitants,a) time series,male,rp,code070000000000,374
2001,per 100 000 inhabitants,a) time series,male,rp,code070000000000,360
2002,per 100 000 inhabitants,a) time series,male,rp,code070000000000,350
2003,per 100 000 inhabitants,a) time series,male,rp,code070000000000,346
2004,per 100 000 inhabitants,a) time series,male,rp,code070000000000,328
2005,per 100 000 inhabitants,a) time series,male,rp,code070000000000,327
2006,per 100 000 inhabitants,a) time series,male,rp,code070000000000,305
2007,per 100 000 inhabitants,a) time series,male,rp,code070000000000,302
2008,per 100 000 inhabitants,a) time series,male,rp,code070000000000,300
2009,per 100 000 inhabitants,a) time series,male,rp,code070000000000,299
2010,per 100 000 inhabitants,a) time series,male,rp,code070000000000,293
2011,per 100 000 inhabitants,a) time series,male,rp,code070000000000,286
2012,per 100 000 inhabitants,a) time series,male,rp,code070000000000,279
2013,per 100 000 inhabitants,a) time series,male,rp,code070000000000,278
2014,per 100 000 inhabitants,a) time series,male,rp,code070000000000,267
2015,per 100 000 inhabitants,a) time series,male,rp,code070000000000,273
2016,per 100 000 inhabitants,a) time series,male,rp,code070000000000,263
2017,per 100 000 inhabitants,a) time series,male,rp,code070000000000,264
2018,per 100 000 inhabitants,a) time series,male,rp,code070000000000,272
1998,per 100 000 inhabitants,a) time series,male,sl,code100000000000,428
1999,per 100 000 inhabitants,a) time series,male,sl,code100000000000,443
2000,per 100 000 inhabitants,a) time series,male,sl,code100000000000,421
2001,per 100 000 inhabitants,a) time series,male,sl,code100000000000,417
2002,per 100 000 inhabitants,a) time series,male,sl,code100000000000,396
2003,per 100 000 inhabitants,a) time series,male,sl,code100000000000,413
2004,per 100 000 inhabitants,a) time series,male,sl,code100000000000,379
2005,per 100 000 inhabitants,a) time series,male,sl,code100000000000,377
2006,per 100 000 inhabitants,a) time series,male,sl,code100000000000,366
2007,per 100 000 inhabitants,a) time series,male,sl,code100000000000,350
2008,per 100 000 inhabitants,a) time series,male,sl,code100000000000,363
2009,per 100 000 inhabitants,a) time series,male,sl,code100000000000,344
2010,per 100 000 inhabitants,a) time series,male,sl,code100000000000,340
2011,per 100 000 inhabitants,a) time series,male,sl,code100000000000,331
2012,per 100 000 inhabitants,a) time series,male,sl,code100000000000,317
2013,per 100 000 inhabitants,a) time series,male,sl,code100000000000,335
2014,per 100 000 inhabitants,a) time series,male,sl,code100000000000,306
2015,per 100 000 inhabitants,a) time series,male,sl,code100000000000,320
2016,per 100 000 inhabitants,a) time series,male,sl,code100000000000,299
2017,per 100 000 inhabitants,a) time series,male,sl,code100000000000,307
2018,per 100 000 inhabitants,a) time series,male,sl,code100000000000,320
1998,per 100 000 inhabitants,a) time series,male,sn,code140000000000,428
1999,per 100 000 inhabitants,a) time series,male,sn,code140000000000,416
2000,per 100 000 inhabitants,a) time series,male,sn,code140000000000,413
2001,per 100 000 inhabitants,a) time series,male,sn,code140000000000,386
2002,per 100 000 inhabitants,a) time series,male,sn,code140000000000,387
2003,per 100 000 inhabitants,a) time series,male,sn,code140000000000,376
2004,per 100 000 inhabitants,a) time series,male,sn,code140000000000,358
2005,per 100 000 inhabitants,a) time series,male,sn,code140000000000,351
2006,per 100 000 inhabitants,a) time series,male,sn,code140000000000,347
2007,per 100 000 inhabitants,a) time series,male,sn,code140000000000,335
2008,per 100 000 inhabitants,a) time series,male,sn,code140000000000,330
2009,per 100 000 inhabitants,a) time series,male,sn,code140000000000,330
2010,per 100 000 inhabitants,a) time series,male,sn,code140000000000,328
2011,per 100 000 inhabitants,a) time series,male,sn,code140000000000,327
2012,per 100 000 inhabitants,a) time series,male,sn,code140000000000,322
2013,per 100 000 inhabitants,a) time series,male,sn,code140000000000,335
2014,per 100 000 inhabitants,a) time series,male,sn,code140000000000,321
2015,per 100 000 inhabitants,a) time series,male,sn,code140000000000,331
2016,per 100 000 inhabitants,a) time series,male,sn,code140000000000,324
2017,per 100 000 inhabitants,a) time series,male,sn,code140000000000,315
2018,per 100 000 inhabitants,a) time series,male,sn,code140000000000,318
1998,per 100 000 inhabitants,a) time series,male,st,code150000000000,502
1999,per 100 000 inhabitants,a) time series,male,st,code150000000000,472
2000,per 100 000 inhabitants,a) time series,male,st,code150000000000,473
2001,per 100 000 inhabitants,a) time series,male,st,code150000000000,446
2002,per 100 000 inhabitants,a) time series,male,st,code150000000000,451
2003,per 100 000 inhabitants,a) time series,male,st,code150000000000,433
2004,per 100 000 inhabitants,a) time series,male,st,code150000000000,418
2005,per 100 000 inhabitants,a) time series,male,st,code150000000000,407
2006,per 100 000 inhabitants,a) time series,male,st,code150000000000,398
2007,per 100 000 inhabitants,a) time series,male,st,code150000000000,389
2008,per 100 000 inhabitants,a) time series,male,st,code150000000000,386
2009,per 100 000 inhabitants,a) time series,male,st,code150000000000,388
2010,per 100 000 inhabitants,a) time series,male,st,code150000000000,376
2011,per 100 000 inhabitants,a) time series,male,st,code150000000000,376
2012,per 100 000 inhabitants,a) time series,male,st,code150000000000,375
2013,per 100 000 inhabitants,a) time series,male,st,code150000000000,373
2014,per 100 000 inhabitants,a) time series,male,st,code150000000000,363
2015,per 100 000 inhabitants,a) time series,male,st,code150000000000,374
2016,per 100 000 inhabitants,a) time series,male,st,code150000000000,370
2017,per 100 000 inhabitants,a) time series,male,st,code150000000000,370
2018,per 100 000 inhabitants,a) time series,male,st,code150000000000,376
1998,per 100 000 inhabitants,a) time series,male,sh,code010000000000,389
1999,per 100 000 inhabitants,a) time series,male,sh,code010000000000,386
2000,per 100 000 inhabitants,a) time series,male,sh,code010000000000,380
2001,per 100 000 inhabitants,a) time series,male,sh,code010000000000,364
2002,per 100 000 inhabitants,a) time series,male,sh,code010000000000,356
2003,per 100 000 inhabitants,a) time series,male,sh,code010000000000,348
2004,per 100 000 inhabitants,a) time series,male,sh,code010000000000,344
2005,per 100 000 inhabitants,a) time series,male,sh,code010000000000,330
2006,per 100 000 inhabitants,a) time series,male,sh,code010000000000,319
2007,per 100 000 inhabitants,a) time series,male,sh,code010000000000,312
2008,per 100 000 inhabitants,a) time series,male,sh,code010000000000,309
2009,per 100 000 inhabitants,a) time series,male,sh,code010000000000,311
2010,per 100 000 inhabitants,a) time series,male,sh,code010000000000,305
2011,per 100 000 inhabitants,a) time series,male,sh,code010000000000,301
2012,per 100 000 inhabitants,a) time series,male,sh,code010000000000,287
2013,per 100 000 inhabitants,a) time series,male,sh,code010000000000,302
2014,per 100 000 inhabitants,a) time series,male,sh,code010000000000,282
2015,per 100 000 inhabitants,a) time series,male,sh,code010000000000,298
2016,per 100 000 inhabitants,a) time series,male,sh,code010000000000,292
2017,per 100 000 inhabitants,a) time series,male,sh,code010000000000,281
2018,per 100 000 inhabitants,a) time series,male,sh,code010000000000,293
1998,per 100 000 inhabitants,a) time series,male,th,code160000000000,454
1999,per 100 000 inhabitants,a) time series,male,th,code160000000000,439
2000,per 100 000 inhabitants,a) time series,male,th,code160000000000,415
2001,per 100 000 inhabitants,a) time series,male,th,code160000000000,399
2002,per 100 000 inhabitants,a) time series,male,th,code160000000000,388
2003,per 100 000 inhabitants,a) time series,male,th,code160000000000,386
2004,per 100 000 inhabitants,a) time series,male,th,code160000000000,372
2005,per 100 000 inhabitants,a) time series,male,th,code160000000000,354
2006,per 100 000 inhabitants,a) time series,male,th,code160000000000,354
2007,per 100 000 inhabitants,a) time series,male,th,code160000000000,345
2008,per 100 000 inhabitants,a) time series,male,th,code160000000000,344
2009,per 100 000 inhabitants,a) time series,male,th,code160000000000,337
2010,per 100 000 inhabitants,a) time series,male,th,code160000000000,331
2011,per 100 000 inhabitants,a) time series,male,th,code160000000000,330
2012,per 100 000 inhabitants,a) time series,male,th,code160000000000,332
2013,per 100 000 inhabitants,a) time series,male,th,code160000000000,317
2014,per 100 000 inhabitants,a) time series,male,th,code160000000000,317
2015,per 100 000 inhabitants,a) time series,male,th,code160000000000,337
2016,per 100 000 inhabitants,a) time series,male,th,code160000000000,333
2017,per 100 000 inhabitants,a) time series,male,th,code160000000000,325
2018,per 100 000 inhabitants,a) time series,male,th,code160000000000,320
