Year,Units,display,sex,Bundesland,GeoCode,Value
1999,per 100 000 inhabitants,a) time series,male,by,90000000000.0,369
2000,per 100 000 inhabitants,a) time series,male,by,90000000000.0,358
2001,per 100 000 inhabitants,a) time series,male,by,90000000000.0,349
2002,per 100 000 inhabitants,a) time series,male,by,90000000000.0,340
2003,per 100 000 inhabitants,a) time series,male,by,90000000000.0,332
2004,per 100 000 inhabitants,a) time series,male,by,90000000000.0,314
2005,per 100 000 inhabitants,a) time series,male,by,90000000000.0,305
2006,per 100 000 inhabitants,a) time series,male,by,90000000000.0,301
2007,per 100 000 inhabitants,a) time series,male,by,90000000000.0,292
2008,per 100 000 inhabitants,a) time series,male,by,90000000000.0,284
2009,per 100 000 inhabitants,a) time series,male,by,90000000000.0,282
2010,per 100 000 inhabitants,a) time series,male,by,90000000000.0,278
2011,per 100 000 inhabitants,a) time series,male,by,90000000000.0,275
2012,per 100 000 inhabitants,a) time series,male,by,90000000000.0,267
2013,per 100 000 inhabitants,a) time series,male,by,90000000000.0,262
2014,per 100 000 inhabitants,a) time series,male,by,90000000000.0,250
2015,per 100 000 inhabitants,a) time series,male,by,90000000000.0,259
2016,per 100 000 inhabitants,a) time series,male,by,90000000000.0,247
2017,per 100 000 inhabitants,a) time series,male,by,90000000000.0,245
2018,per 100 000 inhabitants,a) time series,male,by,90000000000.0,243
1998,per 100 000 inhabitants,a) time series,male,be,110000000000.0,421
1999,per 100 000 inhabitants,a) time series,male,be,110000000000.0,430
2000,per 100 000 inhabitants,a) time series,male,be,110000000000.0,406
2001,per 100 000 inhabitants,a) time series,male,be,110000000000.0,388
2002,per 100 000 inhabitants,a) time series,male,be,110000000000.0,384
2003,per 100 000 inhabitants,a) time series,male,be,110000000000.0,377
2004,per 100 000 inhabitants,a) time series,male,be,110000000000.0,358
2005,per 100 000 inhabitants,a) time series,male,be,110000000000.0,357
2006,per 100 000 inhabitants,a) time series,male,be,110000000000.0,348
2007,per 100 000 inhabitants,a) time series,male,be,110000000000.0,331
2008,per 100 000 inhabitants,a) time series,male,be,110000000000.0,336
2009,per 100 000 inhabitants,a) time series,male,be,110000000000.0,320
2010,per 100 000 inhabitants,a) time series,male,be,110000000000.0,321
2011,per 100 000 inhabitants,a) time series,male,be,110000000000.0,336
2012,per 100 000 inhabitants,a) time series,male,be,110000000000.0,319
2013,per 100 000 inhabitants,a) time series,male,be,110000000000.0,327
2014,per 100 000 inhabitants,a) time series,male,be,110000000000.0,322
2015,per 100 000 inhabitants,a) time series,male,be,110000000000.0,320
2016,per 100 000 inhabitants,a) time series,male,be,110000000000.0,309
2017,per 100 000 inhabitants,a) time series,male,be,110000000000.0,296
2018,per 100 000 inhabitants,a) time series,male,be,110000000000.0,297
1998,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,480
1999,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,461
2000,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,441
2001,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,423
2002,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,408
2003,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,408
2004,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,390
2005,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,366
2006,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,360
2007,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,355
2008,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,345
2009,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,331
2010,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,328
2011,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,323
2012,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,326
2013,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,336
2014,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,311
2015,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,328
2016,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,320
2017,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,320
2018,per 100 000 inhabitants,a) time series,male,bb,120000000000.0,314
1998,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,465
1999,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,436
2000,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,441
2001,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,421
2002,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,429
2003,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,441
2004,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,402
2005,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,393
2006,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,370
2007,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,376
2008,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,362
2009,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,366
2010,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,357
2011,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,338
2012,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,347
2013,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,366
2014,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,336
2015,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,345
2016,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,326
2017,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,326
2018,per 100 000 inhabitants,a) time series,male,hb,40000000000.0,347
1998,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,417
1999,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,405
2000,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,396
2001,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,381
2002,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,372
2003,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,364
2004,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,353
2005,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,340
2006,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,326
2007,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,317
2008,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,313
2009,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,306
2010,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,317
2011,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,327
2012,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,305
2013,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,303
2014,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,301
2015,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,293
2016,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,298
2017,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,292
2018,per 100 000 inhabitants,a) time series,male,hh,20000000000.0,284
1998,per 100 000 inhabitants,a) time series,male,he,60000000000.0,372
1999,per 100 000 inhabitants,a) time series,male,he,60000000000.0,362
2000,per 100 000 inhabitants,a) time series,male,he,60000000000.0,350
2001,per 100 000 inhabitants,a) time series,male,he,60000000000.0,333
2002,per 100 000 inhabitants,a) time series,male,he,60000000000.0,331
2003,per 100 000 inhabitants,a) time series,male,he,60000000000.0,336
2004,per 100 000 inhabitants,a) time series,male,he,60000000000.0,311
2005,per 100 000 inhabitants,a) time series,male,he,60000000000.0,304
2006,per 100 000 inhabitants,a) time series,male,he,60000000000.0,287
2007,per 100 000 inhabitants,a) time series,male,he,60000000000.0,291
2008,per 100 000 inhabitants,a) time series,male,he,60000000000.0,290
2009,per 100 000 inhabitants,a) time series,male,he,60000000000.0,282
2010,per 100 000 inhabitants,a) time series,male,he,60000000000.0,274
2011,per 100 000 inhabitants,a) time series,male,he,60000000000.0,275
2012,per 100 000 inhabitants,a) time series,male,he,60000000000.0,266
2013,per 100 000 inhabitants,a) time series,male,he,60000000000.0,266
2014,per 100 000 inhabitants,a) time series,male,he,60000000000.0,255
2015,per 100 000 inhabitants,a) time series,male,he,60000000000.0,266
2016,per 100 000 inhabitants,a) time series,male,he,60000000000.0,253
2017,per 100 000 inhabitants,a) time series,male,he,60000000000.0,253
2018,per 100 000 inhabitants,a) time series,male,he,60000000000.0,254
1998,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,524
1999,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,509
2000,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,488
2001,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,475
2002,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,456
2003,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,457
2004,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,428
2005,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,405
2006,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,389
2007,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,387
2008,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,383
2009,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,378
2010,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,378
2011,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,384
2012,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,375
2013,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,362
2014,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,358
2015,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,365
2016,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,360
2017,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,352
2018,per 100 000 inhabitants,a) time series,male,mv,130000000000.0,368
1998,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,399
1999,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,387
2000,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,382
2001,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,365
2002,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,365
2003,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,359
2004,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,341
2005,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,333
2006,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,324
2007,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,318
2008,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,311
2009,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,313
2010,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,300
2011,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,304
2012,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,298
2013,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,298
2014,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,292
2015,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,294
2016,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,294
2017,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,282
2018,per 100 000 inhabitants,a) time series,male,ni,30000000000.0,292
1998,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,404
1999,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,390
2000,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,382
2001,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,367
2002,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,362
2003,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,361
2004,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,342
2005,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,338
2006,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,323
2007,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,321
2008,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,314
2009,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,311
2010,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,312
2011,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,304
2012,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,300
2013,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,298
2014,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,288
2015,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,293
2016,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,293
2017,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,281
2018,per 100 000 inhabitants,a) time series,male,nw,50000000000.0,286
1998,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,394
1999,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,375
2000,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,374
2001,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,360
2002,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,350
2003,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,346
2004,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,328
2005,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,327
2006,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,305
2007,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,302
2008,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,300
2009,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,299
2010,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,293
2011,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,286
2012,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,279
2013,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,278
2014,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,267
2015,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,273
2016,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,263
2017,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,264
2018,per 100 000 inhabitants,a) time series,male,rp,70000000000.0,272
1998,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,428
1999,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,443
2000,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,421
2001,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,417
2002,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,396
2003,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,413
2004,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,379
2005,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,377
2006,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,366
2007,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,350
2008,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,363
2009,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,344
2010,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,340
2011,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,331
2012,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,317
2013,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,335
2014,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,306
2015,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,320
2016,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,299
2017,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,307
2018,per 100 000 inhabitants,a) time series,male,sl,100000000000.0,320
1998,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,428
1999,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,416
2000,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,413
2001,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,386
2002,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,387
2003,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,376
2004,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,358
2005,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,351
2006,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,347
2007,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,335
2008,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,330
2009,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,330
2010,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,328
2011,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,327
2012,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,322
2013,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,335
2014,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,321
2015,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,331
2016,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,324
2017,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,315
2018,per 100 000 inhabitants,a) time series,male,sn,140000000000.0,318
1998,per 100 000 inhabitants,a) time series,male,st,150000000000.0,502
1999,per 100 000 inhabitants,a) time series,male,st,150000000000.0,472
2000,per 100 000 inhabitants,a) time series,male,st,150000000000.0,473
2001,per 100 000 inhabitants,a) time series,male,st,150000000000.0,446
2002,per 100 000 inhabitants,a) time series,male,st,150000000000.0,451
2003,per 100 000 inhabitants,a) time series,male,st,150000000000.0,433
2004,per 100 000 inhabitants,a) time series,male,st,150000000000.0,418
2005,per 100 000 inhabitants,a) time series,male,st,150000000000.0,407
2006,per 100 000 inhabitants,a) time series,male,st,150000000000.0,398
2007,per 100 000 inhabitants,a) time series,male,st,150000000000.0,389
2008,per 100 000 inhabitants,a) time series,male,st,150000000000.0,386
2009,per 100 000 inhabitants,a) time series,male,st,150000000000.0,388
2010,per 100 000 inhabitants,a) time series,male,st,150000000000.0,376
2011,per 100 000 inhabitants,a) time series,male,st,150000000000.0,376
2012,per 100 000 inhabitants,a) time series,male,st,150000000000.0,375
2013,per 100 000 inhabitants,a) time series,male,st,150000000000.0,373
2014,per 100 000 inhabitants,a) time series,male,st,150000000000.0,363
2015,per 100 000 inhabitants,a) time series,male,st,150000000000.0,374
2016,per 100 000 inhabitants,a) time series,male,st,150000000000.0,370
2017,per 100 000 inhabitants,a) time series,male,st,150000000000.0,370
2018,per 100 000 inhabitants,a) time series,male,st,150000000000.0,376
1998,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,389
1999,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,386
2000,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,380
2001,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,364
2002,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,356
2003,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,348
2004,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,344
2005,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,330
2006,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,319
2007,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,312
2008,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,309
2009,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,311
2010,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,305
2011,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,301
2012,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,287
2013,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,302
2014,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,282
2015,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,298
2016,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,292
2017,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,281
2018,per 100 000 inhabitants,a) time series,male,sh,10000000000.0,293
1998,per 100 000 inhabitants,a) time series,male,th,160000000000.0,454
1999,per 100 000 inhabitants,a) time series,male,th,160000000000.0,439
2000,per 100 000 inhabitants,a) time series,male,th,160000000000.0,415
2001,per 100 000 inhabitants,a) time series,male,th,160000000000.0,399
2002,per 100 000 inhabitants,a) time series,male,th,160000000000.0,388
2003,per 100 000 inhabitants,a) time series,male,th,160000000000.0,386
2004,per 100 000 inhabitants,a) time series,male,th,160000000000.0,372
2005,per 100 000 inhabitants,a) time series,male,th,160000000000.0,354
2006,per 100 000 inhabitants,a) time series,male,th,160000000000.0,354
2007,per 100 000 inhabitants,a) time series,male,th,160000000000.0,345
2008,per 100 000 inhabitants,a) time series,male,th,160000000000.0,344
2009,per 100 000 inhabitants,a) time series,male,th,160000000000.0,337
2010,per 100 000 inhabitants,a) time series,male,th,160000000000.0,331
2011,per 100 000 inhabitants,a) time series,male,th,160000000000.0,330
2012,per 100 000 inhabitants,a) time series,male,th,160000000000.0,332
2013,per 100 000 inhabitants,a) time series,male,th,160000000000.0,317
2014,per 100 000 inhabitants,a) time series,male,th,160000000000.0,317
2015,per 100 000 inhabitants,a) time series,male,th,160000000000.0,337
2016,per 100 000 inhabitants,a) time series,male,th,160000000000.0,333
2017,per 100 000 inhabitants,a) time series,male,th,160000000000.0,325
2018,per 100 000 inhabitants,a) time series,male,th,160000000000.0,320
